subject_id,block_num,trial_num,block_type,goal_selected,subgoal_selected,action_outcome,alien_selected,key_selected,SH_progress,BR_progress,HO_progress,SH_progress_post,BR_progress_post,HO_progress_post,G_status,S_status,M_status,C_status,G_progress_SH,M_progress_SH,C_progress_SH,S_progress_SH,G_progress_BR,S_progress_BR,C_progress_BR,M_progress_BR,G_progress_HO,S_progress_HO,C_progress_HO,M_progress_HO,G_progress_post_SH,M_progress_post_SH,C_progress_post_SH,S_progress_post_SH,G_progress_post_BR,S_progress_post_BR,C_progress_post_BR,M_progress_post_BR,G_progress_post_HO,S_progress_post_HO,C_progress_post_HO,M_progress_post_HO,G_prob,S_prob,M_prob,C_prob,goal_rt,subgoal_rt,goal_onset_jitter,action_onset_jitter,trial_start_time,resource_status_onset_time,goal_progress_onset_time,goal_onset_time,goal_probe_end_time,action_onset_time,action_end_time,action_rt,outcome_onset_time,resource_stack_onset_time,trial_end_time
0,0,32,1,BR,S,1.0,S_1,,1,3,5,1,4,5,0,2,1,3,0.0,0.3333333333333333,,,0.0,0.6666666666666666,1.0,,,1.0,1.0,0.5,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,790.8000000119209,460.5999999642372,,,,,,,,,,460.5999999642372,,,
0,0,33,1,BR,G,1.0,G_1,,1,4,5,2,5,5,0,3,1,3,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,0.5,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,1338.199999988079,548.5,,,,,,,,,,548.5,,,
0,0,34,1,BR,G,1.0,G_1,,2,5,5,3,6,5,1,3,1,3,0.3333333333333333,0.3333333333333333,,,0.5,1.0,1.0,,,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,,,1.0,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,1318.199999988079,731.6999999880791,,,,,,,,,,731.6999999880791,,,
0,0,35,1,BR,G,0.0,G_1,,1,1,3,2,2,3,0,0,1,2,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,,,0.5,0.0,1.0,,,0.0,0.6666666666666666,0.5,0.8,0.8,0.1,0.7,1403.6000000238419,1157.800000011921,,,,,,,,,,1157.800000011921,,,
0,1,0,0,SH,G,1.0,G_1,,5,3,5,6,3,5,2,0,3,3,0.6666666666666666,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,852.8999999761581,651.5999999642372,,,,,,,,,,651.5999999642372,,,
0,1,1,0,SH,G,1.0,G_1,,0,1,3,1,2,3,0,0,0,3,0.0,0.0,,,0.0,0.0,1.0,,,0.0,1.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,1.0,,,0.0,1.0,0.0,0.8,0.2,0.8,0.2,977.0999999642372,543.5,,,,,,,,,,543.5,,,
0,1,2,0,SH,G,0.0,G_1,,1,2,3,2,3,3,1,0,0,3,0.3333333333333333,0.0,,,0.5,0.0,1.0,,,0.0,1.0,0.0,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.8,0.2,0.8,0.2,1451.699999988079,584.4000000357628,,,,,,,,,,584.4000000357628,,,
0,1,3,0,SH,M,0.0,M_1,,2,3,3,3,3,4,2,0,0,3,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,1255.1000000238419,1202.5999999642372,,,,,,,,,,1202.5999999642372,,,
0,1,4,0,SH,G,1.0,G_1,,3,3,4,4,3,4,2,0,1,3,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,1.0,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,1809.1000000238419,879.8000000119209,,,,,,,,,,879.8000000119209,,,
0,1,5,0,SH,M,1.0,M_1,,4,3,4,5,3,5,3,0,1,3,1.0,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,1.0,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,1131.800000011921,644.5,,,,,,,,,,644.5,,,
0,1,6,0,SH,M,1.0,M_1,,5,3,5,6,3,5,3,0,2,3,1.0,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,1629.5999999642372,1092.2000000476837,,,,,,,,,,1092.2000000476837,,,
